V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,
1%,0%,0%,7%,0%,0%,13%,0%,0%,3%,0%,46%,0%,0%,0%,25%,4%,0%,0%,1%,
0%,32%,0%,0%,19%,11%,1%,0%,1%,6%,0%,6%,9%,0%,1%,9%,0%,0%,1%,2%,
0%,1%,0%,0%,2%,1%,0%,0%,0%,0%,0%,1%,0%,0%,0%,1%,0%,1%,93%,0%,
35%,0%,0%,3%,16%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,13%,0%,27%,
67%,0%,0%,0%,1%,0%,2%,0%,0%,0%,0%,0%,0%,0%,17%,1%,0%,1%,0%,9%,
0%,1%,0%,92%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3%,
0%,0%,0%,0%,0%,46%,1%,0%,0%,0%,0%,1%,4%,0%,0%,1%,45%,0%,0%,0%,
0%,0%,91%,0%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,1%,0%,1%,0%,3%,
0%,39%,0%,1%,1%,1%,3%,0%,0%,1%,0%,7%,1%,0%,1%,33%,1%,2%,0%,9%,
0%,0%,14%,37%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,30%,
1%,0%,25%,11%,0%,0%,34%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,27%,
0%,0%,76%,0%,0%,0%,1%,0%,0%,0%,0%,17%,0%,0%,0%,1%,1%,1%,0%,1%,
19%,26%,8%,4%,2%,1%,3%,1%,2%,0%,0%,1%,1%,10%,8%,4%,1%,2%,1%,6%,
39%,0%,0%,0%,3%,0%,26%,3%,0%,0%,5%,2%,0%,0%,0%,13%,0%,8%,0%,1%,
0%,0%,1%,2%,0%,1%,2%,0%,0%,3%,0%,32%,0%,21%,0%,4%,0%,4%,0%,29%,
0%,1%,0%,92%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3%,
0%,0%,0%,0%,0%,85%,1%,0%,0%,8%,0%,0%,2%,0%,0%,1%,0%,0%,0%,1%,
0%,1%,0%,0%,1%,80%,2%,0%,0%,0%,0%,1%,1%,0%,0%,13%,1%,0%,0%,0%,
0%,0%,0%,0%,1%,79%,3%,0%,4%,1%,0%,3%,3%,0%,1%,1%,0%,1%,0%,1%,
0%,1%,0%,0%,2%,0%,0%,0%,4%,89%,0%,0%,1%,0%,0%,0%,0%,0%,0%,1%,
0%,1%,0%,2%,1%,80%,2%,0%,3%,9%,0%,0%,1%,0%,0%,0%,0%,0%,0%,1%,
0%,1%,0%,0%,1%,4%,4%,0%,0%,46%,0%,1%,16%,0%,0%,24%,0%,1%,2%,2%,
0%,0%,0%,3%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,67%,
0%,1%,1%,1%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,15%,44%,0%,0%,34%,
69%,0%,0%,0%,1%,5%,17%,0%,0%,2%,0%,0%,0%,0%,0%,1%,0%,3%,0%,0%,
0%,43%,0%,5%,1%,0%,1%,0%,1%,11%,0%,15%,2%,1%,0%,8%,0%,0%,1%,10%,
0%,0%,0%,0%,1%,44%,10%,0%,0%,14%,0%,3%,2%,0%,0%,13%,0%,1%,10%,1%,
0%,24%,0%,0%,4%,0%,0%,0%,4%,0%,0%,0%,0%,0%,64%,1%,0%,0%,0%,2%,
1%,0%,0%,0%,0%,1%,66%,0%,0%,29%,0%,0%,0%,0%,0%,0%,0%,1%,0%,1%,
0%,1%,3%,7%,43%,0%,0%,0%,1%,0%,0%,0%,1%,27%,0%,2%,0%,0%,11%,4%,
1%,0%,59%,1%,1%,1%,4%,0%,0%,0%,1%,3%,1%,0%,1%,4%,0%,17%,1%,5%,
0%,0%,0%,0%,0%,86%,3%,0%,0%,7%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,
15%,0%,29%,0%,5%,0%,12%,0%,0%,0%,0%,0%,0%,0%,0%,12%,0%,1%,0%,24%,
0%,1%,0%,1%,25%,1%,2%,0%,1%,55%,1%,8%,0%,0%,0%,1%,0%,0%,1%,3%,
0%,0%,0%,6%,0%,1%,13%,0%,0%,1%,0%,0%,0%,5%,0%,0%,0%,71%,0%,1%,
13%,0%,0%,0%,1%,1%,3%,24%,1%,20%,0%,5%,0%,0%,3%,1%,0%,25%,0%,1%,
0%,0%,0%,1%,0%,0%,78%,0%,0%,15%,0%,1%,0%,0%,0%,1%,0%,1%,0%,2%,
4%,0%,0%,0%,0%,0%,1%,0%,1%,3%,0%,0%,0%,0%,63%,0%,0%,25%,0%,0%,
0%,0%,0%,1%,0%,0%,0%,63%,9%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%,
0%,0%,0%,0%,0%,11%,5%,0%,0%,1%,0%,4%,0%,0%,0%,2%,0%,23%,52%,0%,
0%,0%,0%,0%,0%,11%,5%,0%,0%,1%,0%,4%,0%,0%,0%,2%,0%,23%,52%,0%,
1%,1%,1%,1%,55%,0%,2%,0%,2%,1%,17%,1%,1%,0%,0%,6%,0%,1%,1%,7%,
3%,1%,11%,0%,2%,1%,1%,0%,2%,1%,1%,11%,1%,0%,0%,44%,6%,5%,1%,9%,
0%,0%,28%,9%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,26%,
0%,2%,1%,0%,0%,60%,1%,0%,0%,0%,0%,8%,1%,0%,19%,1%,0%,1%,1%,4%,
0%,0%,27%,13%,1%,0%,39%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,18%,
0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,1%,1%,55%,0%,1%,39%,0%,0%,1%,
0%,0%,2%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,81%,0%,0%,0%,0%,0%,15%,
1%,2%,0%,1%,30%,24%,4%,0%,2%,16%,0%,2%,3%,0%,1%,2%,0%,1%,6%,3%,
0%,5%,0%,7%,17%,2%,0%,0%,0%,0%,0%,3%,46%,0%,1%,1%,0%,0%,8%,9%,
44%,1%,0%,0%,1%,20%,13%,0%,0%,1%,0%,1%,1%,0%,0%,6%,0%,9%,0%,2%,
14%,0%,0%,4%,43%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,18%,0%,0%,0%,19%,
0%,47%,0%,4%,0%,0%,4%,0%,0%,0%,0%,1%,0%,0%,0%,21%,4%,0%,0%,16%,
0%,1%,0%,1%,21%,0%,1%,0%,0%,5%,0%,0%,3%,0%,48%,9%,0%,0%,2%,7%,
0%,14%,0%,5%,0%,0%,1%,0%,0%,10%,0%,2%,38%,0%,0%,1%,13%,0%,0%,12%,
9%,2%,0%,0%,4%,0%,1%,0%,14%,0%,0%,0%,0%,0%,66%,1%,0%,0%,0%,1%,
0%,5%,0%,0%,1%,2%,1%,0%,2%,1%,0%,1%,52%,0%,0%,22%,0%,11%,0%,1%,
0%,1%,0%,5%,0%,0%,4%,0%,0%,1%,1%,58%,0%,0%,0%,2%,11%,0%,0%,14%,
57%,0%,0%,0%,6%,6%,23%,0%,0%,1%,0%,0%,0%,0%,0%,2%,0%,1%,0%,2%,
1%,2%,1%,1%,24%,0%,1%,0%,42%,1%,1%,0%,2%,0%,1%,4%,0%,0%,0%,18%,
0%,1%,0%,92%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3%,
5%,1%,0%,0%,1%,0%,3%,0%,0%,0%,0%,0%,1%,0%,66%,7%,0%,6%,0%,9%,
0%,12%,0%,3%,7%,0%,0%,0%,16%,0%,0%,0%,1%,0%,0%,22%,0%,0%,0%,36%,
0%,0%,91%,0%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,1%,0%,1%,0%,2%,
1%,0%,35%,0%,1%,1%,4%,0%,0%,0%,0%,2%,1%,0%,1%,3%,0%,47%,1%,2%,
0%,0%,0%,0%,3%,0%,2%,0%,0%,2%,0%,0%,9%,0%,0%,1%,0%,81%,1%,0%,
1%,2%,1%,0%,1%,1%,2%,0%,1%,0%,0%,2%,1%,0%,0%,81%,0%,1%,0%,4%,
0%,8%,0%,0%,19%,0%,0%,0%,6%,0%,0%,0%,59%,3%,0%,1%,0%,0%,1%,1%,
0%,1%,0%,0%,0%,1%,0%,0%,0%,4%,0%,11%,0%,0%,0%,73%,0%,1%,7%,1%,
0%,15%,0%,0%,2%,2%,3%,0%,2%,6%,0%,12%,18%,0%,10%,21%,2%,3%,1%,2%,
0%,53%,0%,4%,1%,0%,2%,0%,0%,0%,0%,1%,1%,0%,0%,25%,5%,0%,0%,7%,
0%,0%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,95%,0%,0%,0%,0%,0%,0%,0%,
0%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,97%,0%,0%,0%,0%,0%,0%,0%,
0%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,98%,0%,0%,0%,0%,0%,0%,0%,
0%,1%,0%,1%,1%,1%,3%,0%,1%,83%,0%,2%,1%,0%,1%,1%,0%,1%,0%,2%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,91%,0%,0%,6%,0%,0%,0%,1%,
12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,86%,0%,0%,
0%,0%,96%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,1%,0%,0%,0%,1%,
0%,13%,1%,1%,0%,1%,1%,0%,1%,0%,0%,10%,2%,0%,28%,12%,25%,1%,0%,3%,
0%,0%,0%,1%,0%,8%,39%,0%,0%,2%,0%,3%,1%,0%,0%,26%,0%,16%,0%,2%,
0%,0%,0%,4%,4%,1%,24%,0%,0%,4%,1%,14%,1%,0%,0%,1%,0%,42%,0%,2%,
0%,1%,7%,0%,1%,0%,0%,0%,29%,0%,1%,2%,0%,0%,0%,17%,0%,0%,0%,39%,
0%,1%,56%,10%,0%,0%,1%,0%,0%,0%,1%,24%,0%,1%,0%,1%,1%,0%,0%,3%,
0%,27%,0%,2%,1%,0%,0%,0%,1%,2%,0%,28%,8%,1%,0%,7%,0%,0%,19%,4%,
0%,3%,0%,3%,1%,0%,1%,0%,0%,4%,0%,1%,57%,0%,1%,4%,1%,0%,0%,23%,
2%,0%,1%,0%,1%,0%,1%,0%,0%,0%,0%,0%,9%,0%,1%,4%,0%,66%,0%,13%,
0%,49%,0%,4%,0%,0%,4%,0%,0%,0%,0%,1%,0%,0%,0%,21%,4%,0%,0%,15%,
5%,0%,18%,8%,1%,0%,54%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,6%,0%,5%,
0%,0%,0%,2%,0%,0%,2%,70%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,23%,
0%,1%,15%,0%,0%,0%,0%,0%,0%,0%,0%,2%,35%,0%,0%,32%,0%,1%,0%,10%,
0%,0%,76%,0%,0%,0%,1%,0%,0%,0%,0%,17%,0%,0%,0%,1%,1%,1%,0%,1%,
0%,2%,0%,2%,54%,2%,1%,0%,0%,0%,0%,0%,3%,0%,0%,4%,0%,0%,3%,27%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,91%,0%,0%,4%,0%,0%,0%,3%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,83%,0%,0%,13%,0%,0%,0%,2%,
1%,1%,42%,0%,21%,0%,0%,0%,1%,0%,0%,0%,1%,0%,0%,25%,0%,0%,1%,5%,
0%,1%,0%,0%,2%,1%,0%,0%,0%,1%,0%,1%,1%,0%,0%,1%,0%,1%,90%,1%,
0%,0%,0%,1%,0%,0%,4%,0%,0%,0%,0%,1%,0%,49%,0%,3%,0%,1%,0%,38%,
0%,33%,0%,1%,23%,0%,0%,0%,1%,0%,0%,0%,3%,0%,0%,11%,0%,0%,0%,27%,
0%,46%,0%,1%,24%,2%,0%,0%,1%,14%,0%,0%,6%,0%,0%,1%,0%,0%,3%,1%,
1%,1%,0%,0%,37%,5%,17%,0%,0%,6%,0%,0%,1%,0%,0%,22%,0%,7%,1%,1%,
0%,0%,92%,0%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,1%,0%,1%,0%,2%,
0%,1%,86%,2%,1%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,1%,0%,0%,0%,4%,
0%,2%,0%,1%,63%,0%,0%,0%,25%,1%,1%,0%,2%,0%,0%,2%,0%,0%,0%,3%,
0%,7%,0%,0%,1%,0%,0%,0%,1%,0%,29%,45%,0%,0%,0%,1%,4%,0%,11%,0%,
0%,1%,0%,0%,0%,1%,1%,0%,0%,1%,0%,72%,0%,0%,0%,14%,3%,1%,0%,4%,
8%,0%,0%,0%,0%,1%,4%,0%,12%,0%,0%,2%,0%,0%,0%,14%,48%,9%,0%,1%,
1%,0%,16%,0%,1%,0%,2%,0%,0%,0%,36%,10%,4%,0%,0%,12%,0%,12%,2%,1%,
0%,1%,0%,1%,0%,1%,1%,0%,0%,6%,0%,53%,0%,31%,0%,1%,1%,1%,0%,1%,
1%,1%,79%,1%,1%,0%,2%,0%,0%,0%,1%,2%,0%,0%,1%,3%,0%,1%,0%,6%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%,0%,0%,8%,1%,85%,0%,0%,1%,
0%,0%,0%,0%,0%,0%,1%,0%,0%,90%,0%,1%,0%,0%,0%,0%,0%,6%,0%,0%,
0%,0%,92%,0%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,1%,0%,0%,0%,2%,
0%,3%,2%,1%,4%,3%,5%,0%,0%,0%,5%,12%,10%,0%,1%,32%,12%,1%,0%,7%,
0%,0%,0%,0%,0%,93%,5%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,9%,0%,2%,1%,1%,1%,0%,0%,3%,61%,13%,0%,0%,0%,1%,6%,0%,0%,1%,
9%,0%,2%,0%,0%,0%,2%,4%,1%,0%,3%,1%,0%,0%,71%,0%,3%,1%,0%,1%,
1%,1%,62%,8%,1%,0%,6%,5%,0%,0%,2%,2%,1%,0%,1%,2%,1%,3%,0%,5%,
0%,3%,1%,2%,1%,1%,1%,0%,8%,1%,1%,47%,0%,0%,15%,2%,0%,1%,6%,11%,
0%,14%,0%,0%,0%,0%,0%,0%,1%,0%,0%,1%,4%,0%,5%,5%,0%,67%,0%,1%,
50%,0%,8%,0%,1%,3%,1%,0%,18%,0%,0%,0%,1%,0%,11%,2%,0%,1%,0%,4%,
0%,3%,0%,2%,0%,0%,0%,0%,0%,82%,0%,5%,0%,0%,0%,0%,5%,0%,0%,1%,
1%,2%,1%,1%,6%,2%,7%,0%,2%,2%,0%,2%,24%,0%,1%,29%,1%,4%,1%,13%,
1%,1%,0%,1%,73%,0%,2%,0%,1%,1%,2%,0%,1%,0%,0%,7%,0%,1%,1%,8%,
1%,1%,4%,1%,0%,1%,25%,0%,0%,4%,0%,53%,0%,0%,0%,4%,0%,1%,0%,4%,
64%,0%,0%,0%,0%,0%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%,0%,1%,
1%,1%,32%,2%,1%,0%,3%,33%,1%,0%,2%,8%,0%,0%,1%,3%,3%,2%,0%,6%,
0%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,1%,0%,0%,0%,27%,1%,0%,0%,57%,
1%,1%,40%,1%,2%,1%,1%,0%,1%,0%,0%,2%,1%,0%,0%,2%,0%,1%,44%,2%,
1%,1%,4%,3%,6%,1%,36%,0%,0%,0%,1%,1%,0%,0%,0%,19%,0%,0%,4%,22%,
1%,0%,0%,0%,18%,0%,15%,0%,46%,0%,1%,0%,0%,0%,0%,2%,0%,0%,0%,14%,
5%,0%,0%,0%,0%,0%,12%,0%,0%,0%,50%,1%,0%,0%,0%,9%,0%,20%,0%,1%,
1%,1%,1%,0%,18%,7%,8%,0%,0%,0%,0%,0%,3%,0%,1%,19%,0%,37%,1%,2%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,98%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,1%,0%,1%,48%,0%,1%,0%,1%,0%,0%,0%,1%,0%,0%,3%,0%,0%,0%,44%,
0%,1%,1%,7%,1%,0%,1%,0%,31%,1%,0%,1%,0%,0%,0%,3%,0%,0%,0%,51%,
0%,19%,0%,9%,1%,6%,1%,0%,0%,1%,0%,17%,1%,1%,0%,33%,0%,0%,1%,7%,
0%,88%,0%,1%,4%,0%,0%,0%,0%,3%,0%,0%,0%,0%,0%,1%,0%,0%,0%,1%,
0%,3%,0%,3%,0%,0%,0%,0%,0%,0%,0%,76%,0%,1%,0%,0%,14%,0%,0%,1%,
0%,22%,0%,1%,4%,21%,0%,0%,10%,4%,0%,1%,8%,0%,16%,1%,0%,0%,2%,10%,
0%,0%,0%,0%,7%,0%,0%,0%,0%,0%,90%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,3%,0%,5%,2%,2%,0%,0%,56%,27%,0%,0%,1%,1%,1%,0%,0%,0%,1%,1%,
0%,53%,0%,0%,8%,2%,0%,0%,2%,1%,0%,0%,2%,0%,0%,10%,0%,0%,19%,1%,
11%,0%,0%,0%,49%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,32%,0%,0%,0%,6%,
0%,0%,0%,0%,0%,0%,0%,0%,96%,0%,0%,0%,0%,0%,0%,3%,0%,0%,0%,0%,
0%,1%,6%,14%,0%,1%,40%,0%,0%,1%,0%,3%,0%,0%,1%,1%,11%,17%,0%,4%,
0%,70%,0%,1%,9%,1%,0%,0%,2%,1%,0%,2%,1%,1%,1%,1%,0%,0%,1%,8%,
3%,13%,0%,22%,1%,0%,1%,0%,0%,0%,0%,0%,0%,47%,0%,1%,0%,0%,0%,10%,
54%,0%,1%,0%,0%,0%,28%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,5%,0%,1%,
1%,3%,0%,1%,2%,1%,1%,0%,42%,2%,1%,1%,1%,1%,37%,2%,0%,1%,0%,4%,
0%,0%,7%,0%,0%,0%,0%,0%,75%,0%,0%,7%,1%,0%,0%,1%,7%,0%,0%,1%,
0%,0%,0%,0%,1%,0%,0%,0%,1%,96%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,
0%,26%,0%,2%,5%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,63%,
0%,38%,0%,2%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,55%,
0%,51%,0%,1%,0%,0%,1%,0%,0%,0%,0%,8%,0%,0%,1%,18%,9%,0%,0%,9%,
0%,0%,89%,0%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,4%,0%,1%,0%,2%,
0%,1%,4%,2%,0%,0%,2%,0%,1%,0%,2%,29%,0%,1%,0%,22%,8%,1%,0%,25%,
1%,1%,7%,0%,1%,0%,4%,0%,0%,0%,0%,1%,0%,0%,0%,81%,0%,1%,0%,3%,
0%,0%,0%,0%,2%,0%,0%,0%,46%,0%,0%,0%,1%,0%,0%,1%,0%,0%,0%,50%,
0%,1%,0%,2%,1%,0%,4%,0%,0%,0%,0%,0%,1%,0%,0%,32%,0%,0%,0%,57%,
0%,0%,0%,0%,0%,0%,0%,0%,95%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,
0%,0%,94%,0%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,1%,0%,0%,0%,2%,
0%,4%,0%,3%,0%,1%,2%,0%,0%,9%,0%,54%,1%,0%,0%,19%,1%,0%,0%,3%,
0%,8%,0%,1%,0%,1%,2%,0%,0%,0%,0%,37%,0%,0%,0%,1%,14%,0%,0%,35%,
0%,6%,0%,1%,8%,0%,0%,0%,11%,0%,8%,5%,1%,0%,1%,43%,3%,0%,0%,11%,
11%,3%,0%,1%,0%,1%,1%,0%,0%,0%,0%,1%,0%,1%,0%,78%,1%,0%,0%,1%,
0%,2%,0%,2%,19%,0%,1%,0%,0%,64%,0%,0%,2%,0%,0%,1%,0%,0%,0%,8%,
1%,0%,0%,0%,27%,1%,59%,0%,0%,0%,1%,0%,0%,0%,0%,1%,0%,6%,2%,1%,
2%,0%,1%,1%,0%,8%,2%,0%,0%,1%,0%,15%,0%,1%,1%,1%,0%,56%,0%,11%,
1%,0%,40%,0%,1%,0%,0%,0%,25%,0%,0%,0%,1%,0%,0%,22%,0%,0%,0%,8%,
0%,21%,16%,1%,8%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,39%,
0%,1%,0%,38%,9%,0%,1%,0%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,46%,
0%,1%,0%,9%,1%,0%,1%,0%,23%,22%,0%,0%,0%,0%,39%,0%,0%,0%,0%,2%,
0%,1%,0%,12%,0%,0%,0%,0%,10%,23%,0%,0%,0%,0%,43%,0%,0%,0%,0%,8%,
0%,71%,0%,7%,1%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,16%,0%,0%,0%,3%,
1%,8%,2%,2%,4%,2%,7%,0%,12%,1%,1%,4%,3%,1%,1%,36%,3%,1%,0%,8%,
0%,61%,0%,4%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,0%,0%,22%,
0%,1%,0%,3%,7%,0%,1%,0%,1%,0%,0%,0%,5%,0%,1%,69%,0%,0%,0%,10%,
0%,16%,0%,0%,11%,1%,0%,0%,0%,0%,0%,0%,22%,0%,0%,46%,0%,0%,0%,2%,
10%,57%,0%,5%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,8%,1%,0%,0%,1%,
0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,76%,0%,0%,12%,0%,0%,
0%,1%,1%,1%,1%,1%,10%,0%,0%,0%,0%,1%,0%,0%,0%,12%,1%,0%,0%,70%,
20%,0%,0%,0%,11%,0%,1%,0%,3%,0%,19%,0%,0%,16%,0%,6%,0%,0%,0%,22%,
0%,58%,0%,3%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,18%,
0%,63%,0%,9%,0%,1%,2%,0%,0%,0%,0%,0%,1%,0%,0%,20%,0%,0%,0%,3%,
0%,82%,0%,6%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%,0%,0%,0%,5%,
0%,0%,0%,0%,0%,1%,1%,0%,0%,0%,0%,1%,0%,0%,80%,0%,0%,14%,0%,1%,
9%,0%,0%,0%,0%,0%,8%,0%,0%,4%,0%,0%,10%,0%,0%,20%,0%,46%,0%,1%,
2%,0%,0%,0%,0%,0%,6%,0%,0%,0%,36%,1%,0%,0%,0%,1%,0%,52%,0%,1%,
0%,0%,90%,0%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,1%,0%,1%,0%,3%,
0%,15%,0%,0%,0%,0%,0%,0%,82%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,0%,
0%,4%,0%,6%,21%,0%,1%,2%,2%,5%,2%,0%,24%,0%,10%,8%,0%,1%,0%,12%,
74%,0%,0%,0%,0%,0%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4%,
0%,62%,0%,4%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,0%,0%,21%,
0%,7%,0%,1%,60%,0%,0%,0%,1%,0%,20%,0%,0%,0%,0%,2%,0%,0%,0%,8%,
1%,8%,0%,2%,32%,0%,1%,13%,2%,1%,1%,0%,2%,0%,0%,11%,0%,0%,0%,25%,
0%,27%,0%,0%,0%,0%,0%,0%,68%,0%,0%,0%,0%,0%,1%,3%,0%,0%,0%,0%,
0%,1%,0%,0%,39%,4%,3%,0%,0%,0%,0%,4%,1%,0%,0%,25%,0%,0%,0%,19%,
0%,0%,0%,0%,0%,1%,1%,0%,0%,0%,0%,1%,0%,0%,81%,0%,0%,14%,0%,0%,
0%,7%,0%,5%,22%,0%,2%,0%,1%,6%,0%,0%,1%,0%,0%,44%,0%,0%,6%,6%,
1%,0%,0%,0%,3%,0%,6%,0%,0%,3%,0%,0%,1%,0%,0%,17%,0%,43%,1%,22%,
0%,30%,25%,1%,3%,0%,1%,0%,1%,0%,0%,1%,1%,0%,0%,28%,0%,0%,1%,6%,
0%,7%,0%,0%,0%,31%,1%,0%,0%,1%,0%,1%,11%,0%,0%,3%,43%,0%,0%,0%,
0%,8%,0%,0%,0%,30%,1%,0%,0%,1%,0%,1%,10%,0%,0%,3%,45%,0%,0%,0%,
0%,22%,2%,0%,1%,0%,0%,0%,5%,0%,0%,10%,1%,0%,0%,50%,0%,0%,4%,4%,
0%,1%,0%,37%,0%,0%,1%,0%,1%,8%,21%,7%,0%,0%,0%,0%,20%,0%,0%,4%,
4%,3%,1%,16%,2%,0%,3%,48%,2%,1%,3%,1%,0%,1%,1%,6%,1%,1%,0%,7%,
53%,0%,0%,0%,12%,0%,2%,1%,8%,8%,0%,0%,0%,0%,0%,1%,0%,2%,0%,9%,
0%,14%,1%,2%,0%,0%,5%,0%,0%,0%,0%,10%,0%,0%,0%,57%,8%,0%,0%,2%,
0%,0%,0%,0%,18%,0%,1%,0%,1%,0%,46%,0%,0%,0%,0%,16%,0%,1%,0%,16%,
8%,0%,2%,18%,0%,0%,7%,6%,0%,0%,4%,1%,0%,1%,0%,8%,2%,0%,0%,41%,
7%,1%,1%,6%,5%,1%,8%,10%,1%,3%,0%,0%,31%,0%,4%,2%,0%,2%,13%,6%,
0%,0%,0%,1%,0%,0%,1%,0%,0%,86%,0%,0%,0%,0%,0%,0%,0%,0%,0%,12%,
0%,0%,0%,1%,0%,0%,1%,0%,0%,86%,0%,0%,0%,0%,0%,0%,0%,0%,0%,12%,
0%,0%,0%,2%,0%,0%,1%,0%,0%,90%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%,
1%,1%,0%,1%,85%,1%,1%,0%,1%,1%,1%,0%,1%,0%,0%,2%,0%,0%,1%,4%,
0%,95%,0%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%,
0%,79%,0%,5%,1%,7%,0%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,
0%,1%,1%,1%,0%,0%,2%,0%,0%,0%,0%,62%,0%,0%,0%,3%,11%,0%,0%,16%,
0%,29%,1%,1%,3%,2%,0%,0%,2%,1%,0%,2%,1%,1%,7%,2%,0%,1%,46%,2%,
54%,0%,11%,0%,30%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,1%,0%,0%,0%,1%,
0%,1%,0%,59%,1%,0%,1%,5%,0%,0%,11%,0%,0%,1%,5%,0%,0%,0%,0%,16%,
0%,79%,0%,4%,1%,0%,2%,0%,0%,0%,0%,0%,1%,0%,0%,7%,1%,0%,0%,2%,
0%,69%,0%,1%,1%,1%,1%,0%,0%,1%,0%,1%,1%,0%,0%,22%,0%,0%,0%,2%,
0%,0%,0%,1%,0%,1%,1%,0%,0%,0%,0%,44%,0%,0%,0%,36%,12%,2%,0%,1%,
0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,37%,41%,0%,0%,18%,
0%,14%,0%,1%,26%,0%,0%,0%,27%,27%,0%,0%,1%,0%,0%,1%,0%,0%,0%,1%,
7%,34%,0%,0%,17%,0%,1%,0%,1%,0%,0%,0%,3%,0%,0%,32%,0%,1%,1%,2%,
1%,0%,1%,1%,1%,0%,5%,0%,0%,0%,0%,0%,12%,0%,0%,3%,15%,45%,0%,14%,
